COLLEGE,INCOME,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,LEAVE
zero,157997,0,6,540779,356,1,1,avg,very_high,never_thought,STAY
one,115634,183,0,557576,134,19,14,very_unsat,little,considering,LEAVE
one,22876,75,0,257844,149,5,4,very_unsat,very_little,considering,STAY
one,70985,55,56,948163,282,5,2,very_unsat,high,considering,STAY
zero,61956,87,0,241677,753,5,2,very_sat,little,considering,STAY
one,49360,264,79,956754,189,21,1,unsat,little,considering,STAY
zero,133260,223,36,838183,730,28,1,unsat,very_high,no,STAY
one,128178,122,15,352336,865,14,2,avg,very_little,actively_looking_into_it,LEAVE
one,90315,45,0,290027,327,4,8,very_unsat,very_high,actively_looking_into_it,STAY
zero,90772,217,0,540978,382,5,8,very_sat,little,considering,LEAVE
zero,113179,0,14,827779,488,0,6,avg,very_little,considering,STAY
one,43764,54,33,907382,197,4,2,very_sat,very_little,no,STAY
one,74401,0,23,390979,331,5,9,avg,little,never_thought,STAY
one,118471,68,12,842847,659,4,5,very_sat,avg,considering,STAY
one,66210,194,0,523975,276,19,15,avg,very_little,actively_looking_into_it,LEAVE
zero,35462,0,32,203513,781,1,2,very_unsat,very_little,considering,STAY
one,54843,57,0,525379,388,5,13,very_sat,little,never_thought,STAY
zero,28530,214,21,614050,148,19,4,very_unsat,little,considering,STAY
zero,78777,32,87,667417,265,3,2,sat,very_little,no,STAY
one,97278,0,85,308882,324,1,2,very_sat,little,no,LEAVE
one,71675,185,82,154711,298,25,1,very_sat,very_little,actively_looking_into_it,STAY
zero,26566,165,87,301746,134,10,2,unsat,avg,perhaps,STAY
zero,85360,36,0,560558,361,4,10,unsat,very_high,no,STAY
zero,49305,38,0,614233,184,24,13,unsat,very_little,considering,STAY
zero,95589,0,0,604176,230,1,13,very_unsat,high,considering,LEAVE
one,46392,49,18,285189,159,5,6,very_unsat,avg,actively_looking_into_it,STAY
one,37128,0,43,271168,859,0,2,very_unsat,very_high,no,STAY
one,38892,147,19,368707,199,26,4,very_unsat,very_little,considering,LEAVE
one,127537,56,0,352970,546,4,12,unsat,little,no,STAY
one,42544,162,24,626873,144,28,4,very_sat,little,actively_looking_into_it,STAY
zero,50194,52,13,876830,377,5,4,very_sat,very_little,considering,STAY
one,53335,48,18,753103,326,4,14,very_sat,very_little,no,STAY
zero,60950,0,87,828401,528,0,2,avg,little,actively_looking_into_it,STAY
one,104789,84,22,814875,898,4,4,very_unsat,very_little,considering,LEAVE
one,111535,191,9,600582,565,28,4,very_unsat,little,actively_looking_into_it,LEAVE
zero,52249,67,0,353796,374,4,8,very_unsat,little,considering,STAY
one,84371,38,22,763123,292,14,4,very_sat,little,considering,STAY
one,30747,39,0,523448,184,5,11,very_unsat,very_little,never_thought,STAY
one,60483,0,36,174829,319,0,2,unsat,little,actively_looking_into_it,STAY
one,80189,141,8,993618,385,0,6,very_unsat,little,never_thought,STAY
zero,34941,0,51,721471,199,1,1,very_unsat,high,considering,LEAVE
one,72584,0,14,371954,375,1,11,very_unsat,little,perhaps,STAY
one,82004,0,71,834401,400,1,2,avg,little,perhaps,STAY
one,30094,59,0,854788,636,3,11,very_unsat,little,considering,STAY
zero,24851,58,0,908143,279,3,12,unsat,little,no,STAY
zero,42679,53,0,957491,219,5,11,very_sat,little,actively_looking_into_it,STAY
one,47787,57,16,791237,160,3,5,very_sat,very_high,never_thought,STAY
zero,53654,0,35,829276,253,1,1,very_unsat,little,no,LEAVE
one,24970,0,0,203309,204,0,11,very_sat,very_high,considering,STAY
one,141612,185,0,710762,896,22,8,very_unsat,very_little,no,LEAVE
one,132958,74,11,971544,609,5,5,very_sat,little,never_thought,STAY
one,142971,95,7,190449,205,1,5,unsat,high,considering,LEAVE
zero,101655,0,18,188998,787,1,6,very_sat,little,considering,STAY
one,154414,0,22,218367,808,1,2,unsat,very_little,actively_looking_into_it,STAY
one,84940,204,13,824376,280,22,5,sat,very_little,actively_looking_into_it,STAY
zero,41791,160,0,800394,162,28,10,very_sat,very_high,no,STAY
zero,80046,35,18,832790,373,4,5,unsat,little,never_thought,STAY
zero,95432,38,47,193901,337,4,1,very_sat,very_little,considering,STAY
zero,48457,0,11,272376,218,1,6,very_sat,very_high,actively_looking_into_it,STAY
zero,74900,228,45,890397,362,29,2,very_sat,very_high,considering,STAY
one,34874,0,8,653308,221,0,6,avg,very_little,actively_looking_into_it,STAY
one,89296,0,0,208853,198,0,10,very_unsat,very_little,considering,STAY
one,53512,0,0,243484,377,1,1,very_sat,very_high,actively_looking_into_it,STAY
zero,82934,68,0,806357,776,5,9,unsat,high,no,STAY
zero,119000,17,0,289399,667,4,10,avg,very_little,no,LEAVE
one,51393,0,13,739695,211,1,6,very_sat,very_high,actively_looking_into_it,STAY
one,69788,0,6,322378,309,0,4,very_unsat,very_high,no,STAY
zero,152322,57,81,884161,836,3,1,very_unsat,very_little,no,STAY
one,157156,0,44,767004,408,1,1,unsat,very_little,perhaps,STAY
zero,133007,0,6,462831,462,1,10,unsat,little,never_thought,STAY
zero,37335,0,0,466327,233,1,14,avg,very_little,considering,LEAVE
one,151544,0,8,248549,600,13,6,very_unsat,very_high,no,STAY
zero,44340,73,30,274255,159,3,2,very_unsat,very_little,considering,STAY
zero,139116,0,0,922772,590,0,9,very_unsat,very_little,actively_looking_into_it,LEAVE
one,62322,0,0,732246,281,0,11,unsat,little,no,STAY
zero,77508,173,0,720050,250,11,15,very_unsat,little,actively_looking_into_it,STAY
one,111792,48,14,328001,780,3,5,very_sat,high,considering,STAY
one,110656,230,51,206252,780,29,2,very_unsat,little,considering,STAY
one,29396,0,88,202062,190,1,1,very_unsat,very_high,never_thought,STAY
zero,120752,202,8,590450,787,22,6,very_unsat,little,perhaps,LEAVE
zero,28052,89,0,699655,188,5,11,very_sat,high,actively_looking_into_it,STAY
zero,137927,209,0,201659,408,19,12,very_unsat,very_little,no,STAY
zero,62578,70,19,157719,373,5,4,very_sat,little,actively_looking_into_it,STAY
one,32500,253,19,995011,826,15,15,avg,very_high,considering,STAY
one,131116,64,0,568660,450,3,2,avg,high,considering,STAY
zero,47738,71,0,232091,199,3,13,avg,little,considering,LEAVE
zero,109231,208,47,347437,829,20,2,unsat,little,considering,STAY
zero,20363,60,0,301830,148,4,11,avg,very_little,actively_looking_into_it,STAY
zero,44010,154,7,290854,721,14,5,very_sat,very_little,considering,STAY
one,40675,0,0,612858,146,0,9,very_sat,very_high,actively_looking_into_it,STAY
one,84951,0,0,198664,588,1,14,unsat,very_high,considering,STAY
zero,36250,0,0,879599,230,1,9,very_unsat,high,perhaps,STAY
one,46957,58,23,393332,195,3,5,avg,little,actively_looking_into_it,STAY
zero,67917,51,81,681420,164,5,9,unsat,very_high,actively_looking_into_it,STAY
zero,76479,176,23,219674,363,12,6,very_unsat,very_little,no,LEAVE
one,76648,235,14,659049,333,23,4,very_sat,high,no,STAY
zero,55955,214,68,383177,298,11,1,very_unsat,little,considering,STAY
zero,92108,0,0,582674,282,0,15,very_unsat,very_high,considering,LEAVE
one,28639,0,22,660427,238,1,5,very_unsat,very_little,actively_looking_into_it,STAY
zero,111553,45,87,365696,582,0,2,unsat,little,actively_looking_into_it,STAY
one,80483,233,0,749027,338,26,12,avg,very_high,actively_looking_into_it,STAY
zero,119048,0,17,281444,809,1,6,avg,very_little,actively_looking_into_it,STAY
one,52630,0,9,428225,255,1,5,sat,very_high,actively_looking_into_it,STAY
one,32663,229,20,393907,237,4,11,unsat,very_high,no,LEAVE
zero,133088,31,0,544316,405,5,14,sat,very_high,no,STAY
one,152502,223,0,407489,398,0,1,very_unsat,very_high,never_thought,STAY
zero,77683,55,0,253695,368,3,15,very_unsat,very_high,actively_looking_into_it,STAY
one,100065,0,14,922949,626,1,6,very_unsat,very_high,actively_looking_into_it,STAY
one,59573,0,44,903883,379,18,2,very_sat,very_little,no,STAY
zero,62198,72,77,878688,334,3,13,very_sat,very_high,actively_looking_into_it,STAY
zero,75485,0,34,232237,328,3,2,unsat,avg,considering,STAY
one,37268,222,47,192142,137,20,2,avg,very_high,actively_looking_into_it,STAY
one,142463,0,19,327040,409,0,5,very_unsat,little,no,STAY
zero,39056,194,8,719070,212,15,6,very_unsat,very_high,considering,LEAVE
one,57206,0,19,311162,372,0,5,very_sat,little,actively_looking_into_it,STAY
one,130760,241,13,426241,696,14,5,unsat,little,considering,LEAVE
one,44703,221,76,345747,158,26,2,very_unsat,very_high,perhaps,LEAVE
zero,67277,70,62,917922,328,4,9,very_unsat,little,no,LEAVE
one,155221,43,7,498358,434,4,6,very_sat,little,considering,STAY
one,114131,180,23,534775,605,10,5,avg,little,considering,LEAVE
zero,110522,0,9,166351,392,0,4,very_sat,high,no,STAY
one,29336,0,11,506905,195,0,10,unsat,very_little,considering,LEAVE
zero,27366,166,7,239676,215,16,6,very_unsat,little,considering,LEAVE
zero,53753,0,66,639743,398,0,1,very_unsat,little,considering,STAY
zero,95288,202,14,402304,357,19,5,very_unsat,little,actively_looking_into_it,LEAVE
one,50239,64,7,306267,553,4,6,very_sat,little,considering,STAY
zero,150782,195,0,358389,660,28,12,unsat,little,considering,STAY
one,73331,0,0,282991,363,0,15,sat,little,actively_looking_into_it,STAY
one,158727,65,0,248048,718,5,2,very_unsat,little,no,STAY
zero,33210,0,89,837778,188,0,1,very_unsat,little,actively_looking_into_it,STAY
zero,94300,184,15,371533,268,26,5,avg,very_high,perhaps,STAY
one,32914,0,14,584523,295,16,4,very_unsat,little,actively_looking_into_it,STAY
zero,75686,0,16,633791,314,0,5,very_sat,very_little,no,STAY
zero,27154,0,13,354427,198,0,5,unsat,very_high,actively_looking_into_it,STAY
zero,26411,151,26,207444,142,22,1,unsat,very_little,considering,STAY
one,52781,194,0,327980,306,12,10,very_unsat,little,considering,STAY
one,44559,0,7,673245,247,0,5,unsat,avg,actively_looking_into_it,STAY
one,48722,0,6,184512,171,0,4,very_sat,very_high,considering,STAY
one,54766,240,0,226638,283,24,13,avg,avg,no,STAY
zero,43825,0,0,236752,177,1,12,unsat,very_high,considering,STAY
one,45922,180,0,992861,140,26,12,very_unsat,little,considering,LEAVE
zero,148334,174,13,166840,505,11,4,very_unsat,very_high,never_thought,STAY
zero,88540,204,0,997862,186,3,14,avg,very_high,never_thought,STAY
zero,137788,0,0,444690,421,0,10,sat,little,considering,LEAVE
one,132697,161,72,474564,826,26,1,sat,little,considering,STAY
one,53350,54,31,282556,363,4,2,very_sat,little,no,STAY
zero,31259,0,5,738536,205,1,4,very_unsat,high,never_thought,STAY
zero,122406,0,0,520295,869,1,1,very_unsat,little,actively_looking_into_it,LEAVE
one,130964,40,0,409275,867,3,12,very_unsat,high,actively_looking_into_it,STAY
one,27268,242,0,215017,158,29,9,very_sat,very_high,considering,LEAVE
zero,60457,54,0,665170,363,1,2,sat,little,no,STAY
zero,76240,221,0,754698,317,23,11,very_unsat,little,actively_looking_into_it,LEAVE
zero,103380,85,0,187475,528,3,10,very_unsat,very_little,no,STAY
one,34131,57,47,755232,226,4,1,very_unsat,high,considering,STAY
zero,68677,0,11,259058,387,0,5,very_unsat,little,considering,STAY
one,134934,45,17,780283,441,5,4,unsat,little,perhaps,LEAVE
one,155421,253,55,768855,598,0,2,avg,little,no,STAY
zero,27279,222,82,652364,208,18,2,very_unsat,very_high,actively_looking_into_it,STAY
one,50083,0,0,160335,266,5,10,unsat,very_high,considering,STAY
one,112836,193,0,187355,572,21,13,very_sat,little,actively_looking_into_it,STAY
zero,44313,73,8,152565,201,5,6,unsat,little,never_thought,STAY
one,139706,45,0,659734,400,3,4,unsat,very_high,no,STAY
zero,64387,69,0,291815,266,5,15,very_sat,little,never_thought,STAY
zero,47607,40,0,900027,143,5,11,avg,very_high,never_thought,STAY
one,126755,228,0,178369,594,14,9,sat,little,actively_looking_into_it,LEAVE
one,21270,0,78,818611,245,0,1,very_unsat,little,considering,STAY
one,78078,0,33,467253,316,1,13,very_unsat,very_high,never_thought,LEAVE
zero,70610,204,0,522522,375,13,11,very_sat,little,actively_looking_into_it,LEAVE
one,34681,0,10,290004,218,1,4,very_sat,very_high,no,STAY
one,42683,176,45,929584,165,19,1,unsat,very_little,actively_looking_into_it,STAY
one,40430,0,24,755272,174,0,4,unsat,very_high,considering,STAY
zero,132789,235,20,786876,361,22,4,avg,very_little,considering,STAY
zero,52091,68,37,947268,284,5,2,avg,little,considering,STAY
one,72390,0,56,199373,323,0,2,very_sat,very_little,never_thought,STAY
one,118014,0,63,731117,858,1,1,very_sat,very_little,no,STAY
zero,89592,0,8,743903,388,0,4,unsat,very_high,considering,STAY
one,125172,0,22,738433,691,3,4,very_unsat,very_high,considering,STAY
one,84495,0,0,516245,389,1,14,very_sat,very_little,no,STAY
one,103124,72,0,257842,654,5,13,unsat,avg,considering,STAY
zero,80613,0,19,693226,290,1,4,very_sat,very_little,considering,STAY
zero,104411,0,6,259667,541,0,4,unsat,very_high,actively_looking_into_it,STAY
zero,95321,236,0,630612,255,19,14,very_unsat,high,considering,STAY
one,36743,68,49,416270,146,3,2,avg,very_high,actively_looking_into_it,LEAVE
zero,47283,94,0,727480,236,4,12,unsat,very_little,no,STAY
one,92290,0,0,245350,388,1,9,very_unsat,little,no,LEAVE
one,36442,51,0,520846,212,4,5,very_sat,very_high,never_thought,STAY
one,53581,234,0,584366,395,29,9,avg,very_little,never_thought,LEAVE
zero,66763,0,0,455646,295,1,14,very_sat,little,no,STAY
one,113606,69,23,849499,490,4,5,very_unsat,very_high,actively_looking_into_it,STAY
one,144164,43,7,675201,436,4,2,unsat,very_little,actively_looking_into_it,LEAVE
one,96299,149,15,649986,252,14,2,very_sat,very_high,considering,STAY
one,24350,149,0,844656,226,17,12,very_sat,little,actively_looking_into_it,STAY
zero,20627,147,0,254929,150,15,12,very_sat,little,never_thought,LEAVE
zero,54352,58,0,187449,383,5,14,unsat,very_little,no,STAY
one,113014,218,42,303414,418,25,2,very_sat,very_little,considering,STAY
zero,26638,0,14,518080,189,0,6,unsat,very_high,actively_looking_into_it,STAY
one,129122,0,0,814018,448,1,9,avg,very_little,never_thought,STAY
zero,37299,0,10,541179,244,0,5,very_unsat,high,never_thought,STAY
zero,108573,61,24,431886,469,4,1,sat,very_high,never_thought,STAY
one,45732,0,0,201817,226,0,13,very_unsat,very_high,considering,STAY
one,46335,68,47,513466,160,4,5,unsat,high,considering,LEAVE
one,71055,166,0,370110,297,25,15,very_sat,high,perhaps,LEAVE
zero,139103,54,18,656163,894,3,4,very_sat,very_high,actively_looking_into_it,STAY
one,32678,0,66,151069,220,1,1,very_unsat,very_little,considering,LEAVE
zero,136873,173,44,763419,738,19,2,unsat,very_high,no,STAY
one,155360,230,31,228078,513,10,2,very_sat,very_high,actively_looking_into_it,LEAVE
zero,92226,227,0,641720,341,29,9,avg,little,no,STAY
zero,45260,0,0,275362,162,0,11,unsat,little,actively_looking_into_it,STAY
one,122733,216,81,618658,479,26,1,very_unsat,avg,never_thought,LEAVE
zero,31774,90,22,689437,214,1,5,very_unsat,high,no,LEAVE
zero,122561,71,21,321896,572,4,5,very_sat,very_little,never_thought,LEAVE
one,141231,205,63,591468,822,13,1,very_sat,very_little,actively_looking_into_it,STAY
one,139181,210,85,807425,737,13,2,very_sat,avg,considering,LEAVE
one,48740,206,0,963827,195,10,12,avg,very_high,actively_looking_into_it,STAY
one,89333,0,9,316976,275,0,6,unsat,very_high,never_thought,STAY
zero,31799,0,9,724523,212,3,6,very_unsat,little,considering,STAY
one,82971,0,24,278936,357,0,4,very_unsat,little,considering,STAY
zero,30712,0,5,750197,220,0,4,avg,very_high,actively_looking_into_it,STAY
zero,133728,64,48,632969,626,3,2,unsat,high,no,STAY
one,76346,242,68,645369,378,15,2,sat,very_little,considering,STAY
zero,93058,0,17,825768,325,1,1,very_sat,little,considering,STAY
one,125315,230,66,234943,432,11,1,very_unsat,little,never_thought,STAY
one,29069,0,57,370641,209,0,1,very_unsat,little,considering,LEAVE
zero,77358,226,20,862464,380,17,4,very_unsat,little,actively_looking_into_it,STAY
one,120627,204,0,160199,677,20,5,very_unsat,very_high,considering,STAY
zero,57600,49,66,269290,294,3,2,very_unsat,very_high,actively_looking_into_it,STAY
zero,113371,0,46,276076,454,1,2,unsat,little,actively_looking_into_it,STAY
one,36067,66,11,700297,338,4,2,unsat,very_high,never_thought,STAY
one,95799,55,52,743231,147,3,2,very_sat,very_little,actively_looking_into_it,STAY
zero,138084,0,0,701075,643,1,11,very_unsat,very_high,no,STAY
one,80751,0,54,298898,371,1,2,very_sat,very_little,no,STAY
zero,92304,169,33,931095,356,24,2,very_unsat,little,considering,STAY
zero,38754,0,10,978660,190,5,4,very_sat,very_little,actively_looking_into_it,STAY
zero,34463,198,17,983076,178,19,6,unsat,high,no,STAY
zero,28916,192,88,723263,245,21,1,sat,little,considering,STAY
one,139969,0,9,540536,574,0,4,unsat,very_high,no,STAY
one,43469,0,75,273071,236,0,1,avg,high,considering,STAY
zero,25150,171,0,220027,241,11,14,very_sat,very_little,actively_looking_into_it,STAY
zero,87450,229,84,202608,319,16,1,very_unsat,little,considering,LEAVE
one,57308,197,21,999574,296,1,5,very_unsat,little,considering,STAY
one,56073,0,0,311432,351,0,15,unsat,high,actively_looking_into_it,STAY
zero,94281,0,0,904787,301,1,15,very_unsat,little,no,STAY
one,30447,0,14,494703,230,0,4,very_unsat,little,no,STAY
one,22643,217,25,414511,153,19,5,unsat,very_little,considering,STAY
one,145384,87,0,240805,532,5,13,very_sat,little,never_thought,STAY
zero,81398,0,0,472216,328,1,14,unsat,very_little,considering,LEAVE
one,136515,182,13,998419,607,13,4,unsat,high,no,LEAVE
zero,45677,0,25,854014,220,1,2,very_sat,very_high,considering,LEAVE
zero,81727,0,17,153492,391,1,6,very_sat,little,perhaps,STAY
one,134101,0,21,260200,727,0,5,very_unsat,very_little,considering,STAY
zero,58379,89,0,348815,399,4,8,unsat,very_little,actively_looking_into_it,STAY
one,113439,54,55,353923,780,3,1,very_sat,very_little,considering,STAY
zero,45612,0,6,821297,212,0,5,sat,very_high,no,STAY
zero,137647,0,64,280278,385,1,2,unsat,little,never_thought,LEAVE
one,25442,0,0,925331,169,15,14,sat,high,considering,STAY
zero,138446,231,0,312580,874,12,8,very_unsat,very_little,considering,STAY
one,117869,192,80,522763,873,28,1,very_sat,very_high,considering,LEAVE
zero,25184,182,7,595659,148,11,4,very_sat,very_little,no,LEAVE
zero,84291,0,0,190452,389,0,14,very_sat,little,considering,STAY
one,30253,224,65,840751,239,12,1,avg,very_high,no,STAY
zero,109233,0,32,564719,682,1,2,very_unsat,very_little,actively_looking_into_it,LEAVE
zero,77156,0,15,800796,304,1,4,avg,very_little,considering,STAY
one,125614,0,82,172512,673,1,1,unsat,high,considering,STAY
one,144305,88,55,989986,590,4,2,unsat,very_little,considering,STAY
one,36442,78,6,224155,223,3,4,avg,little,no,STAY
one,42618,59,0,840746,186,4,15,avg,little,no,STAY
zero,34521,82,19,475167,190,16,14,very_unsat,very_high,considering,STAY
one,26360,0,0,738849,163,0,12,very_sat,little,considering,STAY
zero,26334,211,0,247565,160,24,11,unsat,little,never_thought,STAY
zero,64190,0,0,338491,286,1,14,very_unsat,very_high,considering,STAY
zero,28446,171,13,216854,208,0,5,unsat,little,actively_looking_into_it,STAY
