Name,Platform,Genre,Rating,Critic_Score,Critic_Count,User_Score,User_Count,Global_Sales
WWE SmackDown vs. Raw 2009,X360,Fighting,T,79,47,70,34,0.92
Blue Dragon,X360,Role-Playing,T,79,56,77,161,0.92
Knockout Kings 2002,PS2,Sports,T,76,23,80,12,0.91
Tom Clancy's EndWar,X360,Strategy,T,77,63,71,53,0.91
Xenoblade Chronicles,Wii,Role-Playing,T,92,59,88,950,0.91
Dynasty Warriors 7,PS3,Action,T,57,25,73,57,0.91
Lost Odyssey,X360,Role-Playing,T,78,68,82,432,0.9
Street Fighter V,PS4,Fighting,T,77,80,33,1221,0.9
Marvel: Ultimate Alliance 2,X360,Role-Playing,T,73,75,72,82,0.9
Spider-Man 3,PS2,Platform,T,50,14,64,28,0.9
James Bond 007: Agent Under Fire,XB,Shooter,T,71,16,74,15,0.9
DJ Hero,PS3,Misc,T,86,53,77,49,0.9
X-Men Legends,XB,Role-Playing,T,82,63,84,14,0.9
Castlevania: Circle of the Moon,GBA,Platform,T,91,22,84,59,0.89
Killzone: Liberation,PSP,Shooter,T,77,56,82,80,0.89
Ace Combat 2,PS,Simulation,T,83,10,81,22,0.89
Call of Duty: World at War,DS,Shooter,T,75,12,77,20,0.89
The Simpsons Game,PS3,Action,T,71,30,74,49,0.88
The Tomb Raider Trilogy,PS3,Action,T,78,37,80,60,0.88
Dissidia 012: Duodecim Final Fantasy,PSP,Fighting,T,78,52,82,144,0.88
Star Wars: The Force Unleashed,DS,Action,T,61,8,54,18,0.88
Rock Band 3,X360,Misc,T,93,57,81,137,0.88
WWE SmackDown vs. Raw 2011,X360,Fighting,T,75,49,75,45,0.88
Crimson Skies: High Road to Revenge,XB,Simulation,T,88,49,87,45,0.87
Spec Ops: Ranger Elite,PS,Shooter,T,48,4,65,16,0.87
Phantasy Star Portable 2,PSP,Role-Playing,T,69,27,80,35,0.87
Tony Hawk's Project 8,PS2,Sports,T,69,17,72,19,0.87
Fight Night Round 2,PS2,Fighting,T,88,37,89,37,0.87
Conflict: Desert Storm,XB,Shooter,T,65,14,80,17,0.87
Vagrant Story,PS,Role-Playing,T,92,19,82,129,0.87
Warriors Orochi,PS2,Action,T,55,14,81,16,0.87
Mercenaries 2: World in Flames,PS3,Shooter,T,72,43,70,73,0.87
Guitar Hero Live,PS4,Misc,T,80,69,61,160,0.86
Rocky,PS2,Fighting,T,74,14,83,11,0.86
Guitar Hero: Warriors of Rock,X360,Misc,T,72,65,64,51,0.86
Dynasty Warriors 4: Xtreme Legends,PS2,Action,T,72,15,90,39,0.86
Tomb Raider: Anniversary,Wii,Action,T,73,22,72,25,0.85
Dragon Ball Z: Burst Limit,PS3,Fighting,T,71,32,71,51,0.85
Tekken Tag Tournament 2,PS3,Fighting,T,82,50,81,193,0.85
Street Fighter EX3,PS2,Fighting,T,64,17,78,31,0.85
Spider-Man 2,GC,Action,T,80,41,87,30,0.84
 Tales of Xillia 2,PS3,Role-Playing,T,71,59,78,216,0.84
Ghostbusters: The Video Game,PS3,Action,T,78,74,78,96,0.84
The Incredibles,GC,Action,T,63,27,70,7,0.84
Xenoblade Chronicles X,WiiU,Role-Playing,T,84,87,88,1548,0.84
Skate 2,PS3,Sports,T,84,50,77,53,0.84
Big Mutha Truckers,PS2,Racing,T,62,15,52,20,0.84
Rogue Galaxy,PS2,Role-Playing,T,83,59,83,89,0.84
Blazing Angels: Squadrons of WWII,Wii,Simulation,T,57,11,66,28,0.83
Dynasty Warriors 2,PS2,Action,T,75,17,87,24,0.83
Time Crisis 4,PS3,Shooter,T,60,52,73,21,0.83
WWE SmackDown vs. Raw 2009,Wii,Fighting,T,79,18,84,18,0.83
Street Fighter X Tekken,PS3,Fighting,T,84,51,52,191,0.83
Tales of the Abyss,3DS,Role-Playing,T,75,33,75,197,0.83
James Bond 007: Nightfire,XB,Shooter,T,78,30,77,25,0.82
Tony Hawk's Pro Skater 3,GC,Sports,T,91,27,89,27,0.82
Marvel: Ultimate Alliance,PS2,Role-Playing,T,81,29,81,33,0.82
DJ Hero 2,X360,Misc,T,86,66,78,23,0.82
Tony Hawk's Underground 2 Remix,PSP,Sports,T,83,49,79,34,0.82
Dance Central 3,X360,Misc,T,86,43,79,45,0.81
Tales of Destiny II,PS,Role-Playing,T,78,9,86,31,0.81
MediEvil: Resurrection,PSP,Adventure,T,66,43,86,52,0.81
Valkyrie Profile,PS,Role-Playing,T,81,8,87,37,0.81
Shaun White Snowboarding,X360,Sports,T,60,48,75,25,0.81
Guitar Hero: Warriors of Rock,PS3,Misc,T,74,46,70,30,0.81
The Sims 2,PS2,Simulation,T,75,31,43,166,0.81
Dragon Ball: Raging Blast 2,PS3,Fighting,T,60,27,74,63,0.81
Star Wars Rogue Squadron III: Rebel Strike,GC,Simulation,T,75,36,75,50,0.8
Professor Layton vs Phoenix Wright: Ace Attorney,3DS,Puzzle,T,79,69,84,99,0.8
Final Fantasy Anthology,PS,Role-Playing,T,80,14,80,28,0.8
DiRT 2,X360,Racing,T,87,65,81,110,0.8
Guitar Hero: Metallica,X360,Misc,T,84,62,80,79,0.8
Final Fantasy X / X-2 HD Remaster,PSV,Role-Playing,T,86,14,84,223,0.8
The Sims 2: Pets,PSP,Simulation,T,57,9,72,10,0.79
Dragon Ball Z: Budokai Tenkaichi 2,PS2,Fighting,T,73,31,85,61,0.79
Guitar Hero: Aerosmith,PS2,Misc,T,71,11,62,15,0.79
Star Wars The Clone Wars: Republic Heroes,Wii,Action,T,48,10,63,5,0.79
Armored Core 2,PS2,Simulation,T,78,23,83,19,0.79
Star Ocean: The Last Hope,X360,Role-Playing,T,72,56,71,150,0.79
WWE 2K15,PS3,Sports,T,55,5,30,57,0.78
Too Human,X360,Role-Playing,T,65,80,69,458,0.78
Naruto Shippuden: Ultimate Ninja Storm 2,X360,Fighting,T,74,31,84,39,0.78
The World Ends With You,DS,Role-Playing,T,88,59,88,283,0.78
James Bond 007: Nightfire,GC,Shooter,T,80,17,85,46,0.78
Goldeneye 007: Reloaded,PS3,Shooter,T,72,38,62,52,0.78
Lips,X360,Misc,T,71,43,73,34,0.77
Marvel Nemesis: Rise of the Imperfects,PS2,Fighting,T,53,30,62,46,0.77
Ghost Squad,Wii,Shooter,T,69,42,74,31,0.77
Maximo: Ghosts to Glory,PS2,Platform,T,84,33,86,16,0.77
Unlimited Saga,PS2,Role-Playing,T,45,26,29,29,0.77
Dragon Ball: Raging Blast,PS3,Fighting,T,57,26,71,58,0.77
Twisted Metal: Head On,PSP,Action,T,79,45,81,38,0.77
Need For Speed: Undercover,PSP,Racing,T,52,7,67,37,0.76
Metroid Prime Hunters,DS,Shooter,T,85,54,79,188,0.76
Star Wars Battlefront: Elite Squadron,PSP,Shooter,T,63,25,79,41,0.76
The Sims 3,3DS,Simulation,T,52,29,32,31,0.76
DJ Hero,Wii,Misc,T,87,22,75,19,0.76
Star Wars: The Force Unleashed II,Wii,Action,T,71,10,77,31,0.76
Genji: Days of the Blade,PS3,Action,T,55,46,57,30,0.75
DJ Hero 2,PS3,Misc,T,86,46,77,22,0.75
WWE SmackDown vs. Raw 2009,PSP,Fighting,T,72,9,59,9,0.75
SoulCalibur V,PS3,Fighting,T,81,53,66,150,0.75
Tony Hawk's Underground 2,XB,Sports,T,83,55,77,12,0.75
Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,Fighting,T,81,22,78,27,0.75
Coded Arms,PSP,Shooter,T,59,42,64,61,0.75
The Lord of the Rings: Conquest,PS3,Action,T,54,45,70,57,0.74
Dark Souls II,X360,Role-Playing,T,91,30,78,915,0.74
Tom Clancy's Rainbow Six: Vegas,PSP,Shooter,T,60,20,70,31,0.74
Ace Combat: Assault Horizon,PS3,Action,T,77,28,66,82,0.74
Tales of Vesperia,X360,Role-Playing,T,79,67,81,264,0.74
Marvel: Ultimate Alliance 2,PS3,Role-Playing,T,74,48,72,51,0.73
Resonance of Fate,PS3,Role-Playing,T,72,42,79,136,0.73
Pirates of the Caribbean: At World's End,PS3,Action,T,55,24,68,19,0.73
WWE SmackDown vs. Raw 2010,Wii,Fighting,T,78,11,76,9,0.73
Final Fantasy XIII-2,X360,Role-Playing,T,79,50,62,268,0.73
Oddworld: Munch's Oddysee,XB,Platform,T,80,30,86,32,0.73
Persona 4: Arena,PS3,Fighting,T,86,47,76,180,0.73
Brink,PS3,Shooter,T,72,39,57,168,0.73
Naruto Shippuden: Ultimate Ninja Storm Generations,PS3,Fighting,T,74,23,70,83,0.73
James Bond 007: Agent Under Fire,GC,Shooter,T,74,16,67,25,0.72
Ultimate Spider-Man,PS2,Action,T,74,52,78,54,0.72
Total War: Rome II,PC,Strategy,T,76,71,41,3742,0.72
Star Ocean: The Last Hope International,PS3,Role-Playing,T,74,45,66,155,0.72
Indiana Jones and the Staff of Kings,Wii,Action,T,55,32,69,28,0.72
X-Men: Mutant Academy 2,PS,Fighting,T,72,12,83,18,0.72
Mobile Suit Gundam: Encounters in Space,PS2,Simulation,T,66,10,84,37,0.72
DiRT 3,X360,Racing,T,87,81,70,166,0.72
The Lord of the Rings: The Two Towers,XB,Action,T,79,17,80,18,0.71
Skate,X360,Sports,T,86,59,83,137,0.71
Virtua Fighter 4: Evolution,PS2,Fighting,T,93,30,89,48,0.71
Godzilla: Destroy All Monsters Melee,GC,Fighting,T,73,30,77,23,0.71
Dragon Ball: Xenoverse 2,PS4,Action,T,73,54,77,117,0.71
Dynasty Warriors 6,PS3,Action,T,59,31,72,49,0.71
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Wii,Role-Playing,T,65,43,58,21,0.7
Tony Hawk's Underground,GC,Sports,T,89,19,84,24,0.7
Spider-Man 2,PSP,Action,T,67,43,68,8,0.7
Star Wars: Obi-Wan,XB,Action,T,58,28,58,14,0.7
Ace Attorney Investigations: Miles Edgeworth,DS,Adventure,T,78,51,83,79,0.7
Kill.Switch,PS2,Shooter,T,73,33,82,19,0.7
Infinite Undiscovery,X360,Role-Playing,T,68,60,69,158,0.7
Mobile Suit Gundam: Journey to Jaburo,PS2,Simulation,T,58,16,80,49,0.7
TimeSplitters 2,PS2,Shooter,T,90,33,87,127,0.7
Omerta: City of Gangsters,X360,Simulation,T,43,18,32,25,0.7
Driver: San Francisco,X360,Racing,T,80,63,75,130,0.7
James Bond 007: Blood Stone,PS3,Shooter,T,65,49,73,45,0.7
Metal Gear Solid: Portable Ops Plus,PSP,Action,T,65,19,74,27,0.69
MotionSports,X360,Sports,T,40,30,43,9,0.69
Dragon Ball Z: Budokai,GC,Fighting,T,65,16,62,15,0.69
Prince of Persia: The Forgotten Sands,PS3,Action,T,75,49,75,120,0.69
The Lord of the Rings: The Return of the King,GC,Action,T,84,23,84,21,0.69
The Sims: Medieval,PC,Simulation,T,77,56,60,173,0.69
Baldur's Gate: Dark Alliance II,PS2,Role-Playing,T,78,44,86,54,0.68
IL-2 Sturmovik: Birds of Prey,PS3,Simulation,T,81,28,72,20,0.68
Test Drive Unlimited 2,X360,Racing,T,68,61,63,87,0.68
Naruto: Clash of Ninja,GC,Fighting,T,72,21,80,20,0.68
Suikoden II,PS,Role-Playing,T,82,8,83,162,0.68
Iron Man,PS3,Action,T,42,27,61,45,0.68
Fight Night 2004,XB,Fighting,T,85,47,86,20,0.68
.hack//Mutation Part 2,PS2,Role-Playing,T,76,24,88,81,0.68
RIFT,PC,Role-Playing,T,84,59,72,561,0.67
Spider-Man 3,PS3,Platform,T,60,33,69,40,0.67
Armored Core 3,PS2,Simulation,T,74,23,89,33,0.67
Star Wars: Republic Commando,XB,Shooter,T,78,54,88,89,0.67
Terraria,X360,Action,T,81,39,71,139,0.67
Red Steel,Wii,Shooter,T,63,54,67,121,0.67
Blazing Angels: Squadrons of WWII,PS3,Simulation,T,67,26,68,9,0.66
WWE SmackDown vs. RAW 2007,PSP,Fighting,T,78,13,80,21,0.66
Tony Hawk's Proving Ground,PS2,Sports,T,65,6,65,17,0.66
Darkstone,PS,Role-Playing,T,58,10,82,12,0.66
Street Fighter Anniversary Collection,PS2,Fighting,T,78,30,86,20,0.66
Napoleon: Total War,PC,Strategy,T,81,56,78,515,0.66
The Sims: Bustin' Out,GC,Simulation,T,81,30,89,15,0.66
Tom Clancy's EndWar,PS3,Strategy,T,76,33,65,42,0.66
Suikoden IV,PS2,Role-Playing,T,63,44,72,47,0.66
Gods Eater Burst,PSP,Action,T,71,30,78,35,0.66
One Piece: Pirate Warriors 2,PS3,Action,T,71,35,77,61,0.66
Freedom Wars,PSV,Role-Playing,T,73,39,82,265,0.65
Shaun White Snowboarding,PS3,Sports,T,63,30,62,26,0.65
Radiata Stories,PS2,Role-Playing,T,74,36,89,54,0.65
F-Zero GX,GC,Racing,T,89,50,84,161,0.65
Scene It? Box Office Smash,X360,Misc,T,76,32,73,25,0.65
Monster Jam: Maximum Destruction,PS2,Racing,T,47,11,59,6,0.65
The Last Story,Wii,Role-Playing,T,80,61,83,179,0.65
Champions: Return to Arms,PS2,Role-Playing,T,77,48,87,43,0.65
007: Quantum of Solace,Wii,Action,T,54,11,74,26,0.65
Need For Speed: Undercover,Wii,Racing,T,54,12,61,29,0.64
GoldenEye: Rogue Agent,PS2,Shooter,T,60,38,69,32,0.64
WWE 2K15,X360,Sports,T,50,5,39,65,0.64
Star Ocean: First Departure,PSP,Role-Playing,T,74,32,73,28,0.64
James Bond 007: Everything or Nothing,XB,Shooter,T,83,51,73,27,0.64
X2: Wolverine's Revenge,PS2,Platform,T,58,24,71,13,0.64
TimeSplitters 2,XB,Shooter,T,88,20,76,34,0.64
Sengoku Basara: Samurai Heroes,PS3,Action,T,61,37,78,29,0.64
Stuntman: Ignition,X360,Racing,T,75,38,72,31,0.64
The Crew,XOne,Racing,T,64,18,58,176,0.64
Dragon Ball: Raging Blast 2,X360,Fighting,T,57,33,73,30,0.64
Lost Planet: Extreme Condition,PS3,Shooter,T,67,34,69,36,0.64
X-Men Legends II: Rise of Apocalypse,PS2,Role-Playing,T,82,44,72,41,0.63
Rock Band 3,Wii,Misc,T,91,10,68,36,0.63
Tony Hawk's Pro Skater 2x,XB,Sports,T,78,24,87,5,0.63
The Lord of the Rings: Conquest,X360,Action,T,55,58,69,110,0.63
Iron Man,PSP,Action,T,44,7,64,16,0.63
White Knight Chronicles II,PS3,Role-Playing,T,60,45,70,64,0.63
Juiced 2: Hot Import Nights,X360,Racing,T,68,24,75,21,0.63
The Sims 3: Generations,PC,Simulation,T,70,22,35,81,0.63
Okami,PS2,Action,T,93,69,92,327,0.63
Tony Hawk's Project 8,PS3,Sports,T,76,43,71,14,0.63
Ghostbusters: The Video Game,X360,Action,T,79,53,84,125,0.63
Tony Hawk's American Wasteland,XB,Sports,T,77,40,76,15,0.62
Wild ARMs 3,PS2,Role-Playing,T,78,30,83,38,0.62
Test Drive Unlimited 2,PS3,Racing,T,70,43,60,44,0.62
Viewtiful Joe,GC,Action,T,93,52,82,115,0.62
Guitar Hero: Metallica,PS3,Misc,T,86,44,79,48,0.62
Red Steel 2,Wii,Shooter,T,80,73,85,178,0.62
XGRA: Extreme G-Racing Association,PS2,Racing,T,68,23,85,8,0.62
Prince of Persia: The Forgotten Sands,X360,Action,T,74,69,77,112,0.62
Warriors Orochi 3,PS3,Action,T,70,17,78,35,0.62
DJ Hero 2,Wii,Misc,T,88,20,74,17,0.62
Samurai Warriors 2,PS2,Action,T,58,26,87,13,0.61
Metroid Prime: Trilogy,Wii,Shooter,T,91,48,92,316,0.61
Robotech: Battlecry,PS2,Shooter,T,72,20,84,8,0.61
Time Crisis 3,PS2,Shooter,T,81,29,80,12,0.61
Dragon Ball Z: Ultimate Tenkaichi,PS3,Fighting,T,58,26,53,77,0.61
Naruto: Ultimate Ninja,PS2,Fighting,T,75,34,76,35,0.61
Fight Night Round 2,XB,Fighting,T,88,48,87,27,0.6
Dynasty Warriors 8,PS3,Action,T,68,26,84,75,0.6
Fighters Uncaged,X360,Fighting,T,32,38,45,23,0.6
Muramasa: The Demon Blade,Wii,Role-Playing,T,81,58,86,101,0.6
Okami,Wii,Action,T,90,44,88,236,0.6
WWE 2K17,PS4,Sports,T,69,50,68,88,0.6
Total War: Shogun 2,PC,Strategy,T,90,62,82,1180,0.6
Medal of Honor: Frontline,GC,Shooter,T,80,16,78,16,0.59
WWE 2K16,XOne,Sports,T,72,18,56,75,0.59
Naruto: The Broken Bond,X360,Action,T,80,34,77,46,0.59
Iron Man,Wii,Action,T,44,14,69,8,0.59
The Fight: Lights Out,PS3,Fighting,T,48,39,74,77,0.59
SoulCalibur V,X360,Fighting,T,77,56,61,124,0.58
Lost: Via Domus,X360,Action,T,55,50,63,58,0.58
The Lord of the Rings: The Third Age,PS2,Role-Playing,T,73,35,81,60,0.58
Call of Duty: Black Ops,DS,Shooter,T,74,13,59,54,0.58
Terminator 3: Rise of the Machines,PS2,Action,T,38,21,62,23,0.58
Guitar Hero: Smash Hits,Wii,Misc,T,74,17,76,6,0.58
Tom Clancy's HAWX,X360,Action,T,73,64,72,51,0.58
JoJo's Bizarre Adventure: All Star Battle,PS3,Fighting,T,71,53,82,55,0.58
Contra: Shattered Soldier,PS2,Shooter,T,78,33,65,25,0.58
Tony Hawk's Pro Skater 4,GC,Sports,T,91,19,85,21,0.58
Naruto: Uzumaki Chronicles 2,PS2,Action,T,52,22,68,17,0.58
Tales of the Abyss,PS2,Role-Playing,T,78,22,83,109,0.57
Blacksite: Area 51,X360,Shooter,T,62,48,60,65,0.57
The Sims 3: World Adventures,PC,Simulation,T,81,31,79,72,0.57
BlazBlue: Calamity Trigger,PS3,Fighting,T,87,50,83,112,0.57
Iron Man,X360,Action,T,45,43,58,52,0.57
Naruto: Ultimate Ninja 2,PS2,Fighting,T,73,27,78,27,0.57
Rock Band 3,PS3,Misc,T,91,34,79,95,0.57
Blood Wake,XB,Shooter,T,71,30,74,13,0.57
Dynasty Warriors 5: Xtreme Legends,PS2,Action,T,57,22,90,26,0.57
WWE 2K15,XOne,Sports,T,56,25,56,63,0.57
Wreckless: ThE YaKuza MisSiOns,XB,Racing,T,74,36,51,13,0.57
Disgaea 4: A Promise Unforgotten,PS3,Role-Playing,T,80,39,77,126,0.57
Spider-Man 3,X360,Platform,T,63,61,69,53,0.57
The Conduit,Wii,Shooter,T,69,79,81,258,0.57
Tomb Raider: Anniversary,PSP,Action,T,78,32,81,28,0.57
Breath of Fire IV,PS,Role-Playing,T,83,10,88,45,0.56
Odin Sphere,PS2,Role-Playing,T,83,49,85,59,0.56
The Lord of the Rings: The Return of the King,GBA,Action,T,77,13,81,11,0.56
The Sims: Bustin' Out,XB,Simulation,T,81,26,88,12,0.56
Cabela's Big Game Hunter 2005 Adventures,PS2,Sports,T,55,4,83,16,0.56
Battlefield 2: Modern Combat,XB,Shooter,T,80,49,81,29,0.56
Tom Clancy's HAWX,PS3,Action,T,74,35,80,39,0.56
Need for Speed: Most Wanted,GC,Racing,T,80,18,90,22,0.56
WWE Raw 2,XB,Fighting,T,68,26,72,25,0.56
Fullmetal Alchemist and the Broken Angel,PS2,Role-Playing,T,56,35,80,38,0.56
Tony Hawk's Project 8,PSP,Sports,T,68,11,75,14,0.56
Batman Begins,PS2,Action,T,64,41,72,70,0.56
Tony Hawk's Proving Ground,X360,Sports,T,72,59,53,44,0.56
Gravity Rush,PSV,Action,T,83,73,84,625,0.56
Frontlines: Fuel of War,X360,Shooter,T,75,55,77,77,0.56
Lunar: Silver Star Story Complete,PS,Role-Playing,T,78,15,90,35,0.55
Enslaved: Odyssey to the West,PS3,Action,T,80,53,73,312,0.55
WWF Raw,XB,Fighting,T,68,33,65,15,0.55
Guitar Hero Live,XOne,Misc,T,81,21,50,69,0.55
Batman: Vengeance,PS2,Adventure,T,68,19,66,12,0.55
Tony Hawk's Pro Skater 3,XB,Sports,T,93,22,83,17,0.55
Lips: Number One Hits,X360,Misc,T,70,22,75,7,0.55
Jak X: Combat Racing,PS2,Racing,T,76,46,76,63,0.55
Iron Man,PS2,Action,T,47,8,55,15,0.54
Legends of WrestleMania,PS3,Fighting,T,70,43,64,19,0.54
Front Mission 4,PS2,Strategy,T,75,39,85,22,0.54
Enslaved: Odyssey to the West,X360,Action,T,82,72,77,295,0.54
Dragon Ball Z: Shin Budokai,PSP,Fighting,T,70,21,80,19,0.54
Dynasty Warriors: Gundam 3,PS3,Action,T,58,18,74,20,0.54
Fire Emblem: Path of Radiance,GC,Action,T,85,42,88,141,0.54
Hotel Dusk: Room 215,DS,Adventure,T,78,57,85,102,0.54
Greg Hastings' Tournament Paintball,XB,Shooter,T,74,11,91,42,0.54
Dragon Ball Z: Ultimate Tenkaichi,X360,Fighting,T,55,24,57,52,0.54
War of the Monsters,PS2,Fighting,T,80,41,88,68,0.54
Harry Potter and the Deathly Hallows - Part 1,Wii,Action,T,41,8,49,11,0.54
The Incredible Hulk: Ultimate Destruction,PS2,Action,T,83,41,86,38,0.54
Time Crisis: Razing Storm,PS3,Shooter,T,58,49,58,15,0.54
Time Crisis II,PS2,Shooter,T,81,21,78,20,0.53
Valkyria Chronicles II,PSP,Role-Playing,T,83,54,80,67,0.53
Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,Fighting,T,85,62,87,85,0.53
007 Racing,PS,Racing,T,51,16,45,14,0.53
Tactics Ogre: Let Us Cling Together,PSP,Role-Playing,T,87,49,87,102,0.53
Dragon's Crown,PS3,Role-Playing,T,82,62,82,288,0.53
Overwatch,PC,Shooter,T,91,62,67,4052,0.53
Peter Jackson's King Kong: The Official Game of the Movie,XB,Action,T,82,43,84,11,0.53
Medal of Honor: European Assault,XB,Shooter,T,72,42,69,15,0.53
The Lord of the Rings: The Fellowship of the Ring,XB,Action,T,59,23,65,10,0.53
X-Men Legends,GC,Role-Playing,T,81,36,84,11,0.53
StarCraft II: Legacy of the Void,PC,Strategy,T,88,62,82,833,0.53
WWE SmackDown vs. Raw 2010,DS,Fighting,T,75,7,82,4,0.53
Oni,PS2,Action,T,69,24,77,22,0.53
Tom Clancy's Ghost Recon Advanced Warfighter 2,PSP,Shooter,T,61,12,63,9,0.53
Terminator Salvation,PS3,Shooter,T,43,41,38,70,0.53
The Lord of the Rings: The Two Towers,GC,Action,T,82,13,86,23,0.53
Batman: Arkham City,PC,Action,T,91,27,85,1847,0.53
Juiced,PS2,Racing,T,68,36,76,24,0.53
Seaman,DC,Simulation,T,82,24,83,16,0.52
Stuntman: Ignition,PS3,Racing,T,76,18,61,12,0.52
Final Fantasy Chronicles,PS,Role-Playing,T,89,15,90,37,0.52
Tales of Symphonia: Dawn of the New World,Wii,Role-Playing,T,68,46,70,93,0.52
SingStar Dance,PS3,Misc,T,65,21,38,8,0.52
Tomb Raider: Legend,PS2,Action,T,82,43,70,96,0.52
Freedom Fighters,PS2,Shooter,T,81,26,83,57,0.52
Fight Night Round 3,PSP,Fighting,T,74,22,80,22,0.52
Disgaea 3: Absence of Justice,PS3,Role-Playing,T,78,51,74,150,0.52
The Sims 2: Open for Business,PC,Simulation,T,78,29,85,35,0.52
Lair,PS3,Action,T,53,55,63,229,0.51
Summoner,PS2,Role-Playing,T,74,16,77,12,0.51
DC Universe Online,PS3,Role-Playing,T,67,46,73,139,0.51
IL-2 Sturmovik: Birds of Prey,X360,Simulation,T,80,43,83,18,0.51
Naruto Shippuden: Clash of Ninja Revolution 3,Wii,Fighting,T,74,23,80,21,0.51
Ace Combat Zero: The Belkan War,PS2,Simulation,T,75,45,83,55,0.51
Dynasty Warriors,PSP,Action,T,62,26,72,24,0.51
SoulCalibur: Broken Destiny,PSP,Fighting,T,80,52,61,45,0.51
Dragon Ball: Raging Blast,X360,Fighting,T,56,29,74,33,0.51
Naruto Shippuden: Ultimate Ninja Storm 3,X360,Fighting,T,70,16,76,67,0.51
Dragon Ball Z: Supersonic Warriors,GBA,Fighting,T,73,26,69,21,0.51
Capcom Classics Collection,PS2,Misc,T,78,30,83,5,0.51
Bully: Scholarship Edition,Wii,Action,T,83,34,83,60,0.5
WWE SmackDown vs. RAW 2007,X360,Fighting,T,81,50,77,46,0.5
Midnight Club II,XB,Racing,T,86,33,75,12,0.5
The Mummy Returns,PS2,Action,T,44,13,69,11,0.5
Lost: Via Domus,PS3,Action,T,54,30,68,28,0.5
Final Fantasy II Anniversary Edition,PSP,Role-Playing,T,63,31,70,24,0.5
Unit 13,PSV,Shooter,T,71,60,74,169,0.5
R.U.S.E.,PS3,Strategy,T,76,37,72,50,0.5
Goldeneye 007: Reloaded,X360,Shooter,T,72,56,59,96,0.5
Star Wars: Jedi Starfighter,PS2,Simulation,T,81,22,82,8,0.5
Monster Hunter,PS2,Role-Playing,T,68,37,88,46,0.5
Tony Hawk's Underground 2,GC,Sports,T,82,30,88,17,0.5
Fantastic 4,PS2,Action,T,64,42,77,19,0.5
Men in Black II: Alien Escape,PS2,Shooter,T,50,19,72,6,0.5
Dynasty Warriors: Gundam 2,PS3,Action,T,54,22,69,28,0.49
Tony Hawk's Project 8,X360,Sports,T,81,65,75,38,0.49
Bleach: Soul Resurreccion,PS3,Fighting,T,58,34,71,46,0.49
The Matrix: Path of Neo,PS2,Action,T,69,42,78,42,0.49
WWE Wrestlemania X8,GC,Fighting,T,64,25,68,20,0.49
GoldenEye: Rogue Agent,XB,Shooter,T,61,55,71,20,0.49
The Sims,GC,Simulation,T,85,16,76,22,0.49
Grandia III,PS2,Role-Playing,T,77,38,82,53,0.49
Ace Combat: Assault Horizon,X360,Action,T,78,71,61,82,0.49
Crazy Taxi,GC,Racing,T,69,20,74,21,0.49
Dragon Ball Z: Burst Limit,X360,Fighting,T,72,50,75,41,0.49
Spy Hunter 2,PS2,Racing,T,57,30,63,8,0.49
Tales of Legendia,PS2,Role-Playing,T,72,37,76,38,0.49
Bravely Second: End Layer,3DS,Role-Playing,T,81,70,73,103,0.49
Rock Band Unplugged,PSP,Misc,T,79,50,85,31,0.48
Scene It? Lights Camera Action,X360,Misc,T,73,41,80,21,0.48
MotorStorm: Apocalypse,PS3,Racing,T,77,74,76,155,0.48
Secret Weapons Over Normandy,PS2,Simulation,T,81,26,81,19,0.48
X-Men: Next Dimension,PS2,Fighting,T,61,19,86,13,0.47
Dynasty Warriors Gundam,PS3,Action,T,60,29,68,16,0.47
Spider-Man 3,Wii,Platform,T,53,39,52,29,0.47
Rock Band 4,XOne,Misc,T,79,27,63,54,0.47
James Bond 007: Blood Stone,X360,Shooter,T,62,66,70,63,0.47
Street Fighter X Tekken,X360,Fighting,T,83,45,43,177,0.47
ICO,PS2,Action,T,90,59,87,328,0.47
World of Warcraft: Warlords of Draenor,PC,Action,T,87,49,58,1154,0.47
Victorious Boxers: Ippo's Road to Glory,PS2,Fighting,T,75,15,79,10,0.47
Valkyrie Profile 2: Silmeria,PS2,Role-Playing,T,84,45,89,59,0.47
The Sims 2: Pets,Wii,Simulation,T,65,15,72,4,0.47
L.A. Rush,PS2,Racing,T,58,31,79,10,0.47
Downhill Domination,PS2,Racing,T,79,40,88,32,0.47
EA Sports UFC,XOne,Sports,T,70,23,62,152,0.47
Godzilla: Save the Earth,PS2,Fighting,T,62,19,86,21,0.47
Mat Hoffman's Pro BMX 2,PS2,Sports,T,76,22,90,7,0.46
One Piece: Pirate Warriors 3,PS4,Action,T,74,34,73,118,0.46
The Sims 3: Ambitions,PC,Simulation,T,74,25,72,51,0.46
Rygar: The Legendary Adventure,PS2,Action,T,83,30,83,14,0.46
Syphon Filter: Logan's Shadow,PSP,Shooter,T,85,41,87,47,0.46
Kessen II,PS2,Strategy,T,71,15,82,22,0.46
Dragon Ball Z: Sagas,PS2,Fighting,T,49,13,53,29,0.46
Star Wars: Demolition,PS,Racing,T,63,11,64,6,0.46
Delta Force: Black Hawk Down,PS2,Shooter,T,58,25,87,51,0.46
